PID,RELS_EXT_hasModel_uri_s,RELS_EXT_isMemberOfCollection_uri_ms,RELS_EXT_isMemberOf_uri_ms,RELS_EXT_isConstituentOf_uri_ms,RELS_EXT_isPageOf_uri_ms,dc.format,dc.language,dc.relation,dc.description,dc.coverage,dc.identifier,dc.subject,dc.contributor,dc.publisher,dc.date,dc.title,dc.rights,dc.type,dc.source,dc.creator,sequence,file,ID,model
msvu:6801,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on orientation and registration for the 1990 academic year\, the Mount's resistance to the Bedford Highway expansion proposal\, 1990-1991 sabbatical leaves for faculty\, honorary degrees awarded at the October 21 Convocation ceremony\, and an advertisement for the 'For the Run of It' event. There are sections on the Elizabeth Seton Lectures in October\, programs offered by the Mount's Centre for Continuing Education\, a profile description of Jan Anthony\, and an 'On the Move' section detailing appointments\, promotions\, awards\, contests\, and television series hosting by faculty and students. There is a Metro United Way symbol\, with an accompanying section on the value that contributions have on the campaign. The newsletter discusses new faculty members in home economics\, an inquiry launched by AUCC (Association of Universities and Colleges of Canada) into the effectiveness of Canadian universities\, and exhibitions presented at the Art Gallery. The newsletter concludes with information on new microcomputers available for students.",,msvu:6801,,Mount Saint Vincent University. Public Relations Office (Issuing body),,,"Campus Connection\, 1 October 1990",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6801/datastream/OBJ/download,1544,islandora:sp_pdf
msvu:6843,,info:fedora/msvu:5955,,,,15 pages; b&w,,,Topics covered include: MSVU Student Union Election Review Commitee Report on 1996 Spring Elections; Physio clinic new to Mount; Coleman fights for postsecondary education; Bi-election candidates campaign; Student Union posts job offer; Hurricane Hortense Leaves Mount Unharmed; Advising 101; The Two Gulls (restaurant); Halifax on Music; Garth Brooks; Friends (TV series); The Crow 2 - City of Angels (film); MSVU's Student Counselling Centre; Fall By-elections; Mystics Soccer Starts Strong,"Mount Saint Vincent University (Halifax\, N.S.)",msvu:6843,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Brian Kerrigan / James Tilley (Coordinating Editor / Managing Editor),Mount Saint Vincent University (Issuing body)",,"September 30\, 1996","1996\, Vol. 32\, No. 3: Controversial Report",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6843/datastream/OBJ/download,1545,islandora:sp_pdf
msvu:6842,,info:fedora/msvu:5955,,,,19 pages; b&w,,,"Topics covered include: Vinnie's Food Service; Student Union to Conduct Polls; More Groans about N.S. Loans; The Picaro in Cyberspace; Beating the E-mailing Name Game; CASA Launches National Campaign for Student Representation; Where to get cheap food in Halifax; Where to Relax on Campus; Your Student Union Executive: Who Are They and What Do They Do?; Wendy Lands: A New Spin on an Old Album; Kim Stockwood returns to where it all started\, Vinnie's; Friday Night Fun at Vinnie's; Frosh Week a Big Success; Larry Gowan packs pub; No Scents is Good Sense; Soccer Team Set to Go","Mount Saint Vincent University (Halifax\, N.S.)",msvu:6842,"College student newspapers and periodicals,College student newspapers and periodicals--Mount Saint Vincent University (Halifax\, N.S.)","Brian Kerrigan / James Tilley (Coordinating Editor / Managing Editor),Mount Saint Vincent University (Issuing body)",,"September 16\, 1996","1996\, Vol. 32\, No. 2: Food\, Glorious Food!",,Student newspaper,,,,https://msvu.cairnrepo.org/islandora/object/msvu:6842/datastream/OBJ/download,1546,islandora:sp_pdf
msvu:6643,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on universities co-operating in a library network\, Thomas Berger's view of Canada\, sixty years of memories at the Mount\, the preservation of children's lives in Ethiopia through airlifted supplies\, a profile description of Joan Lownie\, an opinion piece regarding the promotion of Canadian culture\, economy\, and society\, the Olympics and the media\, and the seminars\, meetings\, workshops\, and other events held and attended by Mount faculty. There are also sections on questions raised by the 'Celebration of the Healthy Woman' symposium\, the Doctor Franklin Perkins School Day School event\, a letter to the editor regarding the benefits of continuing publishing 'The Connection\,' and an alumnae update concerning the Alumnae Association's signing of a formal charter with its Toronto Branch. The newsletter also discusses Dr. Muriel Duckworth's achievements and films\, a performance of the play 'Touched\,' increased enrolment in the sciences\, computer committee plans\, making the humanities more realistic and relevant to students\, increased efforts made by the Mount Playhouse\, Women's concerns regarding becoming priests\, meetings to create a 'Nuclear-Free Zone\,' an information presentation at the World Trade and Convention Centre. There are also sections on MSVU open campus days\, statistics on adult participation in Mount programs in 1983\, the ways in which nutrition can be 'fun\,' a notice on the success of the first MSVU Happy Hour and the continuation of the event\, a symposium on peace studies\, and a description of the Microcomputer Information Centre at the Killam Library at Dalhousie University.",,msvu:6643,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 4 March 1985",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6643/datastream/OBJ/download,1547,islandora:sp_pdf
msvu:6646,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on women receiving honorary doctors of humane letters degrees\, sixty years of memories at the Mount\, what security means to women\, an editorial concerning the issues of Insight Plus\, the return of the Girroir Piano and the associated scholarship\, an appointment to be made for the chair of Women's Studies\, a new alumnae branch to be set up\, and a notice regarding the Mount's 60th year as a degree-granting institution. The newsletter also contains sections on the Jubilee Homecoming of 1985\, a profile description of Kristen Earley\, a theme song for the 60th anniversary\, a poster for the Seton Cantata Choir in concert\, an evaluation of the public awareness about the MSVU library\, and alumnae awards that were presented. There is information on workplace ergonomics\, the increased volume of research grants awarded\, paintings on display at the art gallery\, and an alumnae update concerning convocation and events proposed for Grad Week. The newsletter discusses events at the Mount Playhouse\, a follow-up to the study of the 'Vulnerable Mothers\, Vulnerable Children' study\, stamps created to mark the end of the 'Decade of Women\,' research grants awarded by the Mount's president\, and a letter to the editor regarding appreciation for the donations made to Frances C. Cody as a result of the death of their father. The newsletter concludes with a list of graduates from the Mount from the years 1939 to 1983\, highlighting their current location\, the degrees that they hold\, and their marital status.",,msvu:6646,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 15 April 1985",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6646/datastream/OBJ/download,1548,islandora:sp_pdf
msvu:6657,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on the Caritas Day trophy and a Beggar's Banquet\, a student retreat in January\, a fibre exhibit at the Gallery\, a unique Mount program to help parents of 'problem children\,' research by Dr. Amalie Frohlich into the brains of houseflies\, a comparison between the Mount's PR (Public Relations) program and those of other institutions\, a non-smoking ad\, and an event for Mount members to donate Christmas gifts to Hope Cottage. There are also sections on society's negative attitudes towards women\, a profile description of Frances Cody\, a letter to the editor regarding the article 'Women and Work - N.S. Law' by Susan Smith\, and the opening of the 12th Annual University Community Art\, Craft\, Hobby\, Baking\, and Talent Show. The newsletter discusses the clips to be broadcast by the Social Science Federation\, a training awards program for mature women\, an experience in Besançon for French learners\, and a section by E. Margaret Fulton on how children at play can 'inspire your Christmas season.' There are sections on The Peace Beat concerning Dr. Barbara Roberts\, and a section titled 'Women - The Missing Innovators\,' as well as information on receiving copies of the Jubilee poster\, and a sale of Atlantic day Appointment Calendars with a drawing of Evaristus Hall inside. The newsletter concludes with a section titled 'Books/Records for Adsum House.'",,msvu:6657,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 9 December 1985",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6657/datastream/OBJ/download,1549,islandora:sp_pdf
msvu:6668,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on the high rating of the Mount's Summer School\, the creation of a University club\, a campus map\, a profile description of Barbara Crocker\, a merger creating a single program from four Halifax universities\, an advertisement for Elizabeth Seton Lectures\, a special public relations award\, Dr. Chris Lucarotti's winning of the award for the best presentation by faculty regarding microbiology\, research awards\, the Mount's Centre for Continuing Education\, and conferences\, publications\, awards\, the creation of a Bluenose Chapter of Nova Scotia in Halifax\, and other events by students\, faculty\, and associations. The newsletter discusses new faculty members\, the new position of Vice-President Administration\, human sciences losing state aid\, the increased involvement of women in the workforce\, Professor Thelma McCormack's involvement in the conference 'The Effects of Feminists Approaches on Research Methodologies\,' parking permits at the university\, keeping fit through a fitness program at the Mount\, and a new exhibition hosted by the exhibitions officer regarding an Open Stage event at the Gallery. There is information on an opinion piece concerning events in Arizona among the Navajo (Dine) and Hopi peoples\, The Peace Beat's discussion of petroleum industry and job availability\, a non-smoking advertisement\, scholarships won by students\, addressing tobacco use on campus\, a registration form sample sheet\, and the Mount Saint Vincent University Community Happy Hour. The newsletter concludes with sections on persistence in the Public Relations Office\, focus on Latin America\, an exhibition of 'In Her Place' at the Art Gallery\, and a faculty reward incentivizing faculty to apply expertise in resolving issues and problems.",,msvu:6668,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 8 September 1986",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6668/datastream/OBJ/download,1550,islandora:sp_pdf
msvu:6666,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on new Board appointments\, a record number of graduates for the 59th Convocation\, sabbatical leave granted to faculty for 1986-1987\, promotions\, the goal of building a world free from the 'three-fold threat\,' the third phase of the Mount's longitudinal research project in the Institute for the Study of Women\, and Dr. Rosemarie Sampson's presentation of Elizabeth Mann Borgese as 'A woman with an understanding of the world.' There are also sections on the scientist not being divorced from the citizen\, justice as 'the essential ground upon which peace stands\,' the wife and mother who earned an honorary degree\, a profile description of Dr. Susan Boyd\, a presentation by Professor Earl Martin of Sister Mary Evelyn Fitzgerald\, and many countries represented as foreign students graduated. There is a 'Convocation Highlights' section with photos of Convocation\, as well as information on research grants awarded\, a 'Flash' section on the installation of Dr. Naomi Hersom as Mount president\, a meeting of Home Economists at the Mount\, and Carol Goodwin-Hatt's efforts to take down trees from the campus that were dead or dying. There is an in memoriam section for Sister Mary Agnes White\, as well as sections on piecing together the future\, faculty awards\, conferences\, lectures\, departures from the university\, courses\, and appointments\, 1984-1985 yearbooks\, changes in the PR (Public Relations) department\, and students receiving NSERC (National Sciences and Engineering Research Council) awards. The newsletter discusses a study of unmarried teenage mothers\, the Mount Playhouse's Dinner Theatre and Cabaret\, and Judy Manchester's valedictorian address.",,msvu:6666,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 2 June 1986",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6666/datastream/OBJ/download,1551,islandora:sp_pdf
msvu:6672,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on increasing Mount enrolment\, the success of the Pepsi Challenge\, a new home for CWSA (the Canadian Women's Studies Association) on campus\, a profile description of Joan Ryan\, an advertisement for Alcohol Awareness Week\, a Mount statement made to a women's public forum\, the theme 'taking action to set the goals\, and priorities of women' in a public forum\, a Senate report\, an Oscar Wilde party held by the English Society\, remarks on November 11\, Remembrance Day\, a lecture series titled 'Pacem in terris: Peace on Earth\,' and panels\, awards\, talks\, sessions\, and elections of faculty. There are sections on The Peace Beat's discussion of Star Wars (the Strategic Defence Initiative in the United States)\, smoking on campus\, federal government initiatives\, a non-smoking advertisement\, a tour of Canadian universities by NSERC\, fundraising success\, a Christmas Cheese Sale\, attendance at the 'For the Run of It' event\, and a photograph of a memorial service on Remembrance Day in Montreal. The newsletter concludes with information on feminism's Medieval roots\, the preference for smaller universities when issuing research grants\, applications for co-op students\, a Hallowe'en Happy Hour\, and a 'What's Going On?' section detailing public meetings of the Canada Council board\, the Mount's Art Gallery featuring 'Original Quebec Prints\,' and an exhibit titled 'GRRRHHH: A Study of Social Patterns' at the Mount's Art Gallery.",,msvu:6672,,Mount Saint Vincent University. Public Relations Office (Issuing body),,,"Campus Connection\, 3 November 1986",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6672/datastream/OBJ/download,1552,islandora:sp_pdf
msvu:6670,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on caribou herds fitted with satellite collars\, a contract awarded for the communications building at the Mount\, a profile description of Marie Kelly\, a Council Weekend Retreat at Camp Mushamush\, a Home Economics award\, a non-smoking advertisement\, and a meeting between student refugees and Dr. Hugh Pilkington. There is information on installation celebrations\, Thanksgiving weekend thoughts\, science as a discipline for women\, publications\, lectures\, congresses\, videotape releases of faculty\, and discussions by The Peace Beat regarding the Arms Control Chronicle. There are sections on studies of single-parent families by Dr. Ram Seth\, a cheque from Edward C. Kynock to president Naomi Hersom for $1\,000\, the announcement of the Dean's List\, a grandmother's learning experiences\, the Task Force's reports on sexist bias in research\, a 'For the Run of It' advertisement\, a free lunch fundraiser\, a discussion about smoking on campus\, and conferences of interest. The newsletter concludes with discussions of osteoporosis\, a theatre trip\, volunteers required\, and a new tourism industry co-ordinator.",,msvu:6670,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 6 October 1986",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6670/datastream/OBJ/download,1553,islandora:sp_pdf
msvu:6671,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on a 'colorful ceremony' marking the installation of the next Mount president\, a risk taking and responsibility address by Naomi Hersom\, photos of the installation and Convocation\, discussions of feminism and Christianity\, the naming of a new Air Canada Fellow\, salutations and greetings to Naomi Hersom as the new Mount president\, the application of calligraphy in a certificate of greeting to Naomi Hersom\, coming events\, a letter to the editor regarding an article in the Picaro from Alexander G. Dow\, Christmas cakes for sale\, an information session on osteoporosis\, and publications\, readings\, meetings\, video productions\, and travels of Mount faculty.",,msvu:6671,,Mount Saint Vincent University. Public Relations Office (Issuing body),,,"Campus Connection\, 20 October 1986",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6671/datastream/OBJ/download,1554,islandora:sp_pdf
msvu:6642,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on the lack of experts in the tourism industry\, a photograph of snow on campus\, sixty years of memories at the Mount\, a public lecture held by Elizabeth Dodson Gray regarding Women's Studies\, open campus days\, integrating faith and justice\, the holding of the next CAPUS meeting\, a 'Letting Go of Stress' seminar\, a photograph of the winner of the Pottery Lottery\, a notice that food service availability is limited between February 22 and March 3\, and an alumnae update highlighting alumnae meetings in Alberta\, the hosting of a memorial mass on February 3\, the date and details of the second monthly meeting of the Harbour Fold Society\, and a reminder for senior classes to prepare items for the time capsule. There are also sections on a project to help Ethiopia\, a research project by Public Relations students\, a profile description of Neita Castle\, the commencement of a Veterinary College\, a classified ad with a Jeep for sale\, and a presidential search committee to replace E. Margaret Fulton. The newsletter also discusses a conversation between Dr. Jill Vickers and Mount students regarding Women's Studies\, women's politics\, grants available for conferences\, Chef Rene being honoured\, a book written by Duncan Campbell focusing on university public service\, and presentations\, research groups\, courses\, and other activities conducted by Mount faculty. There is information on a reunion for the Mount choir\, a March Break Day Camp\, smoking in the workplace\, an International Students' Night\, Long Service Awards\, an honors thesis written in French by Bonita Oliver\, a conference focusing on universities and governments\, and an 'adopt a grannie' event where students can converse with the nuns at the Motherhouse. There is also an opinion piece regarding the pay of female faculty when compared to men\, a discussion of women in top jobs\, a letter to the editor regarding a February Break tour\, a section titled 'Adopt an Ethiopian Village\,' and a section discussing hardware and software applications from Interuniversity Services Inc.",,msvu:6642,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 18 February 1985",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6642/datastream/OBJ/download,1555,islandora:sp_pdf
msvu:6650,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on six women to receive honorary degrees at a special convocation\, joining the celebrations of the Mount's 60th year as a degree-granting institution\, a new chair of Women's Studies named\, a section titled 'The Peace Beat\,' highlighting the dire circumstances brought about by the Cold War\, a section on how DUET (Distance University Education via Television) was filled to capacity with students\, and an advertisement for an invitation to the MSVU Life Planning and Learning Centre Open House. The newsletter also contains information on women gaining courage from each other following the Nairobi Conference\, a profile description of Dr. Larry Fisk\, an advertisement for the Elizabeth Seton Lectures\, new faculty on the job\, Nova Scotia women artists\, a conference scholarship\, four new board members elected\, and awards won by faculty\, in addition to presentations\, conferences attended\, and higher positions granted. There is information on the Microcomputer Information Centre at the Killam Library on University Avenue\, an opinion piece regarding the Special Committee on Pornography and Prostitution\, sixty years of memories at the Mount\, teaching awards granted to Dr. Rao\, and a summer increase of  the Mount's Summer School population. The newsletter discusses planning for Caritas Day\, a luncheon hosted in honor of Dr. Pierre Gerin's retirement\, career options and realities\, a tourism degree as a possible educational pursuit\, a short list for a new Mount president\, and a letter to the editor concerning shortage of housing for students. The newsletter concludes with information on the 'Noon Walk' program\, the musical 'A Chorus Line\,' an in memoriam section for losses of family in the Mount community\, an alumna honored\, an arts conference\, and names added to those supporting a campaign to free Dr. Yuri Orlow and Dr. Anatoly Scharansky from Soviet prisons.",,msvu:6650,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 16 September 1985",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6650/datastream/OBJ/download,1556,islandora:sp_pdf
msvu:6644,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on sixty years of memories at the Mount\, a Medical Transcription Training Program\, a work symposium held by the Mount' Department of Co-operative Education\, a choir reunion\, an Old Photos Form exhibit\, money donated for the cost of restoring the grand piano\, a grants program for helping youth\, and an alumnae update concerning alumnae activities\, a Coffee House\, and preparation for Convocation Week. There are also sections on issues of feminism in relation to the economy\, a Daffodil Day\, a survey on the effectiveness of the newsletter 'The Connection\,' the reappointment of Sister Patricia Mullins and Dr. Susan Clark from their current positions to Dean of Humanities and Sciences and Dean of Human and Professional Development respectively\, and presentations\, seminars\, and papers attended\, presented\, and published by faculty. The newsletter includes a profile description of Erma Rankin\, as well as sections on a Canadian Women's mailing list\, money available\, a bibliography published\, support given by the Minister of State for Youth for actions of the CRTC. There is information on a festival of music\, a social history symposium\, the use of micrcomputers in education\, auditions for the Mount Playhouse\, a letter to the editor concerning the election of new Student Council officers\, and conferences\, publications\, and other events held at different universities and councils. The newsletter includes an opinion piece regarding housing\, as well as sections on the public image of professors\, a campaign to acquire $200\,000 in Québec for education\, and a reconceptualization of God. The newsletter concludes with information on prizes offered by the Atlantic Chapter of the Canadian Micrographic Society\, single parents' needs in Canada\, and a section titled 'Anne's Author' concerning women's attendance of university.",,msvu:6644,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 18 March 1985",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6644/datastream/OBJ/download,1557,islandora:sp_pdf
msvu:6661,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on Irene McQuillan's adventures on the open seas through cruise ships\, which started in 1974 and continued after her time at the Mount\, as well as a section indicating that an autumn Alumnae Cruise could be the 'Chance of a Lifetime.' There is a profile description of Agnes O'Donnell Kelly\, in addition to sections on Mount alumnae featured on TV programs\, the Mount Saint Vincent University Awards Banquet\, a non-smoking advertisement\, alumnae support for Jubilee Scholarships\, the first person to receive an honorary degree among alumnae (Agnes White)\, an advertisement for Travel Night\, and a discussion of the Mount's Reach for the Top Quiz Show. The newsletter includes a 'Chapter News' section regarding the successes of Dr. Ruth Goldbloom and her husband; there are other parts of this section that detail events in other provinces\, as well as conferences and alumnae activity\, followed by a list of Chapter contacts. There is information on the educational and professional successes of Michelle Gallant\, the aftermath of the Jubilee\, a reunion weekend advertisement for alumnae\, good will generated at a 'special luncheon\,' a teaching award\, an alumnae membership reminder\, mass celebrating 'faith\, wisdom\, and friendship\,' and a 'Class Notes' section\, listing students\, their degrees\, and their current places of residence\, for the years 1933 to 1982. The newsletter concludes with an in memoriam section for the deaths of MSVU alumnae\, as well as a section on information required by St. Joseph's Convent from its former students.",,msvu:6661,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 17 February 1986",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6661/datastream/OBJ/download,1558,islandora:sp_pdf
msvu:6663,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on working toward a healthy environment\, a fundraiser titled 'Help Ernie Walk\,' Nova Scotians concerned about financial cutbacks\, an advertisement for the Mount Saint Vincent University Community Happy Hour\, a profile description of Kathleen Currie\, the recognition of Mount Students' International Marketing Plan by National Sea Products\, a meeting between the PR (Public Relations) Department and Mount Alumnae\, and a third volume of 'Transition Learning.' There are sections on faculty planning\, seminars\, and discussion panels\, buying books and records for Adsum House\, the philosophy of economics and theology of history\, a Reach for the Top Leadership Challenge advertisement\, and information on the death of the U.S. 'empire' by The Peace Beat. The newsletter contains sections on the Women's Day Rally on campus\, Canada in the 19th century and purloined portraits\, Leadership at the University and Beyond conference information\, grants received by Mount alumnae\, information on the London Theatre Trip\, the presence of Symphony Nova Scotia at the Motherhouse\, and gratitude expressed for the Memorial Fund donation to Gene Greene for the death of her mother.",,msvu:6663,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 17 March 1986",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6663/datastream/OBJ/download,1559,islandora:sp_pdf
msvu:6606,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on the $200\,000 net savings accrued by the University co-operation between MSVU and Dalhousie University. It also details the return of Dr. Beryl Rowland to MSVU for a public lecture on Home Birthing: Women and Medieval Gynecology. An online version of DUET (Distance University Education via Television) is discussed\, in addition to a University Community Show and the Mount campus's winning of an Honor Award. The newsletter includes a section on Christmas gift-wrapping and Alumnae Association meetings under 'Alumnae Update\,' and there is a 'This and That' section outlining updates for a presentation of recommendations by the Board to be implemented by the Senate Executive Committee. There is are sections for a world premiere of 'Evangeline\,' the first computer studies degree offered at the Mount\, the 25-year agreement with Dalhousie that allowed the Mount to award degrees\, financial aid for student bursaries\, and vacation savings. There is also a section detailing workshops and career fairs for students looking for employment.",,msvu:6606,,"Mount Saint Vincent University. The Office of Public Relations\, Alumnae\, and Development (Issuing body)",,,"Campus Connection\, 17 January 1983",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6606/datastream/OBJ/download,1560,islandora:sp_pdf
msvu:6673,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on the success of the Free Lunch campaign\, researchers changing approaches to the treatment of stroke victims\, an advertisement for the Mount Saint Vincent University Community Happy Hour\, a profile description of Dr. Susan Whiting\, the increased use of the Mount's library\, an advertisement for two events ('Séminaire Acadien' and 'La poésie acadienne' [Acadian Seminar and Acadian Poetry]) (in French)\, a nutrition and aging symposium\, a Goldbloom playground in Jerusalem\, and Christmas carols to be sung by the Seton Cantata Choir starting on December 3. There are also sections on the National Forum of Canadian Cultural Policy\, a scholarship for Mount students\, a University Club\, the impact of Chernobyl on Soviet society\, and the introduction of a consumer education program. The newsletter concludes with information on a discussion by The Peace Beat regarding an open letter sent to U.S. President Ronald Reagan\, a Christmas party held at the Mount for children\, publications\, workshops\, and congresses engaged in by faculty.",,msvu:6673,,Mount Saint Vincent University. Public Relations Office (Issuing body),,,"Campus Connection\, 17 November 1986",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6673/datastream/OBJ/download,1561,islandora:sp_pdf
msvu:6586,,info:fedora/msvu:6561,,,,,,,"This newsletter discusses the image of the Mount as 'blurred' in its attempts to promote its courses and services. It also discusses a reception held by the Modern Languages Department for new Costa Rican students\, the study of French through travel programs\, workshops presented by Dr. Larry Cummings\, exhibits of architecture photographs and hooked rugs\, a senate report\, the Alumnae Fall Fair\, technological information regarding photocopiers\, scholarships offered by the Financial Aid Office\, achievements of Ruby Blois after her graduation in 1975\, the Professional Secretaries' scholarships awarded to students\, and career opportunities in law. It also discusses a question-and-answer session for Tom Kent\, chairman of the Royal Commission on Newspapers\, a higher profile required for the C.E. Office\, and the travels of president Dr. E. Margaret Fulton for business purposes.",,msvu:6586,,"Mount Saint Vincent University. The Office of Public Relations\, Alumnae\, and Development (Issuing body)",,,"Campus Connection\, 16 November 1981",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6586/datastream/OBJ/download,1562,islandora:sp_pdf
msvu:6615,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on the success of the DUET (Distance University Education via Television) program across 17 locations in Atlantic provinces\, a photograph of Saint Elizabeth Bayley Seton\, women overcoming myths about themselves\, the Speakers' Bureau's community involvement\, the Alumnae Fall Fair\, and a seven-kilometer walkathon. There are also sections on serving alumnae better through student activities\, an opinion piece on public relations\, an approved fall graduation list\, and the future of university education. The newsletter includes sections on national recognition of Mary Sparling\, a reading from poet Miriam Waddington\, the Consumer Education Centre being open\, and a 'This and That' section concerning an open class on 'Buying a Hosue and Choosing a Mortgage' and invitations to the Marillac French residence.",,msvu:6615,,"Mount Saint Vincent University. The Office of Public Relations\, Alumnae\, and Development (Issuing body)",,,"Campus Connection\, 17 October 1983",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6615/datastream/OBJ/download,1563,islandora:sp_pdf
msvu:6659,,info:fedora/msvu:6561,,,,,,,"This newsletter contains information on a new five-year plan for Mount computer resources\, a candlelight supper to be repeated\, a Vintage 1925 theme for the Faculty Association Dinner Dance\, and the discovery of old Canadian photos appearing in book form. There are also sections on The Peace Beat concerning Star Wars tests and the Reagan administration\, the 12th annual University Community Art\, Craft\, Baking\, Hobby and Talent Show\, the success of a Mount Co-op student\, callings for papers on education\, and improving the status of disabled persons in Ottawa. There is also information on the MacLennan report\, long-service awards\, an in memoriam section for the deaths of family members of Mount community members\, as well as a list of activities in international development and research grants awarded. The newsletter contains sections on a profile description of Virginia O'Connell\, lectures at Dalhousie on reproductive technology\, prints of Agnes Nanogak's scenes of Inuit life\, AIDS (Acquired Immunodeficiency Syndrome) educational campaigns launched in the United States\, a poster for the Beggar's Banquet on Caritas Day\, toys and furniture wanted by Dr. Ron Van Houten and Dr. Ahmos Rolider\, the most ambitious musical at the Mount to date from 'A Chorus Line'\, and faculty publications\, meetings\, travels\, and professional development. There is information on improving the image of social scientists\, books donated in memory of Judith Trenaman\, the access provided by shorter courses\, the A.U.C.C.'s (Association of Universities and Colleges of Canada) statement on bilingualism\, fewer jobs available\, home life and children's view of war at the Art Gallery\, Gladys Grandy's retirement from Versa Food Services\, and the annual winter carnival from January 27-31. The newsletter concludes with an advertisement for a public lecture held by Dr. Kathleen McCartney\, and a non-smoking advertisement\, as well as information on a Student Union reception and course registration.",,msvu:6659,,Mount Saint Vincent University. The Office of Public Relations (Issuing body),,,"Campus Connection\, 20 January 1986",,"Text,Newsletter",,,,https://msvu.cairnrepo.org/islandora/object/msvu:6659/datastream/OBJ/download,1564,islandora:sp_pdf
