PID,RELS_EXT_hasModel_uri_s,RELS_EXT_isMemberOfCollection_uri_ms,RELS_EXT_isMemberOf_uri_ms,RELS_EXT_isConstituentOf_uri_ms,RELS_EXT_isPageOf_uri_ms,dc.format,dc.language,dc.relation,dc.description,dc.coverage,dc.identifier,dc.subject,dc.contributor,dc.publisher,dc.date,dc.title,dc.rights,dc.type,dc.source,dc.creator,sequence,file,ID,model
cbu:2082,,info:fedora/cbu:undergraduate-works,,,,"electronic,96,application/pdf",eng,,"Housing insecurity refers to a broad set of challenges\, including the need to move frequently as a result of substandard\, unsafe and/or low-quality housing\, and/or ongoing difficulties paying for rent\, utilities\, and other basic necessities. Cape Breton University (CBU) students are particularly vulnerable to housing struggles due to increasing tuition\, high rent\, and a lack of affordable rental supply in the Cape Breton Regional Municipality (CBRM). There is a strong need for research given recent housing crises experienced by influxes of international students at CBU as of 2019. The present study aimed to better understand CBU students who have experienced housing insecurity during their time at CBU\, and their perception of the impact of housing insecurity on their academics\, mental health\, physical health\, etc.\, as well as the effectiveness of the support services (or lack thereof) offered.  Nine participants took part in one-on-one semi-structured qualitative interviews to discuss their experiences with housing insecurity\, its impact on their lives\, what resources have helped them cope\, and what they feel can be done in terms of providing better support services for students. Grounded theory analysis was conducted in order to identify common themes across all interviews. The ten major themes from this analysis were: Non-Local Students Struggle to Find Housing on their Own; Trying to find housing results in Panic because Nothing is Available; Exploitative Landlords Taking Advantage of Student’s Desperation; Terrible experiences Living in Infested\, Substandard Housing; Extreme Stress/Negative impacts on Health & Academics; “Students helping Students” Gain Somewhat Better-Quality Housing using New\, Local Connections; Insight on what CBU can do to Genuinely Help; Solutions; CBU Off-Campus Housing Not Useful/Helpful; CBU On-Campus Housing Too Expensive; CBRM Tenancy/Access Services Unhelpful. These findings reveal that students have been struggling mentally and academically as a result of housing insecurity\, most see the problem as widespread but unacceptable\, and there are multiple areas in which CBU can improve their ways of supporting and accommodating its student body.",,"cbu:2082,cbu-school: School of Science and Technology,cbu-department: Psychology",housing--university students,"Digou\, Megan (author),Schmidt\, Heather (Thesis advisor),Leviten-Reid\, Catherine (Thesis advisor),(Supervisory Committee Member),MacIntyre\, Peter (Examination Committee Member)",Cape Breton University,2022,An in-depth exploration of housing insecurity experienced by CBU students,,"Text,Major Project",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2082/datastream/PDF/download,1740,ir:thesisCModel
cbu:2084,,info:fedora/cbu:undergraduate-works,,,,"electronic,45,application/pdf",eng,,"Within biological systems\, iron is tightly controlled by transferrin and ferritin\, leaving only small amounts of chelatable and redox-active iron in the labile iron pool. Iron can participate in both critical (i.e. hemoglobin formation) and dangerous (i.e. Reactive Oxygen Species (ROS) generation) processes. When there is an increase in the labile iron pool\, iron can readily catalyze Fenton Reactions\, resulting in the formation of reactive oxygen species which can lead to oxidative stress. In the Fenton Reaction\, Fe2+ is oxidized by hydrogen peroxide (H2O2) from the mitochondria\, generating hydroxide ions and hydroxyl radicals\, which are potent\, non-selective oxidizing agents that react with biomolecules\, such as DNA\, amino acids\, proteins and lipids. Lipid peroxidation is a chain reaction\, initiated by the Fenton Reaction\, that can eventually lead to cell death. Excess labile iron can result from various diseases\, such as hemochromatosis and thalassemia. Chelators can be used in the treatment of these diseases because they remove iron from solution\, thus preventing the Fenton Reaction\, and consequently lipid peroxidation. Using an arachidonic acid model\, this polyunsaturated fatty acid was exposed to both Fe3+ and Fenton Reaction conditions (i.e.\, Fe3+ and H2O2)\, to induce lipid peroxidation. The arachidonic acid model was also exposed to iron chelators (i.e. DIBI and deferiprone) to assess their ability to supress lipid peroxidation. Malondialdehyde (MDA)\, a stable by-product of lipid peroxidation\, was used to quantify oxidative stress using a thiobarbituric acid reactive substance (TBARS) assay. In the TBARS assay\, thiobarbituric acid (TBA) reacts with MDA to form a TBA-MDA chromogen. However\, in the arachidonic acid model\, increasing concentrations of hydrogen peroxide reduced the fluorescence signal from the TBA-MDA chromogen. The Fenton Reaction interferes with the TBARS assay because the colorimetric dye appears to be degraded by the presence of hydrogen peroxide. Fe3+ was sufficient to induce lipid peroxidation in arachidonic acid and was subsequently used in all experiments. Iron chelators\, i.e.\, deferiprone and DIBI\, a polymeric iron chelator\, were used to inhibit lipid peroxidation. The multidentate chelator DIBI was more effective at reducing Fe3+ induced lipid peroxidation in an in vitro arachidonic acid model.",,"cbu:2084,cbu-school: School of Science and Technology,cbu-department: Biology",,"Nicholson\, Amanda (author),Shine\, Xu (Thesis advisor),Oakes\, Ken (Thesis advisor),Beresford\, Rod (Thesis advisor),(Supervisory Committee Member),(Examination Committee Member)",Cape Breton University,2019,The Role of Iron Chelators in Reducing Lipid Peroxidation,,Text,,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2084/datastream/PDF/download,1741,ir:thesisCModel
cbu:2091,,info:fedora/cbu:faculty-works,,,,,,,"""This book tells the history of the piano as it found its place in the traditional fiddle music of Cape Breton Island - from the introduction of the piano as it replaced the organ as an accompanist\, and then how it developed\, emerging today as an indispensable part of the fiddle and dance repertoire. Author Chris McDonald weaves careful research with many interviews with noted keyboard players\, building on the memories of learning and the changing role of the piano as the instrument moved from the background to a part of the traditional presentation - both in on-island traditional music and in worldwide recording and performance. The book include details of the chords used in accompanying the fiddle melodies\, with transcript of several tunes and links to performances online. Many will come away with an enriched awareness of the music\, more of a focus that includes the piano.""-- Provided by publisher.",,"cbu:2091,cbu-school: School of Arts and Social Sciences,cbu-department: folk,https://cbu.novanet.ca/permalink/01NOVA_CBU/2g2bfj/alma9970603740007189,isbn: 9781926908946",,"McDonald\, Chris (author)",,2022,The Cape Breton piano: Life at the fiddler's elbow,,"Text,Book\, Whole",,,,,1742,ir:citationCModel
cbu:2092,,info:fedora/cbu:undergraduate-works,,,,"electronic,29,application/pdf",eng,,"This research was selected based on the benefits it would provide. The outcome of this\nresearch would be presented to the international students and Cape Breton University and local\ncommunity in order to fully understand the key housing challenges that Saudi Arabian students\nface while in the overseas countries. In addition\, this research was very important since it gives\ndirections to these challenges\, and how various students view and cope with them. It would act\nas a basis upon which new students can work out their challenges in Cape Breton. The findings\nof this study show the statistical significance between housing challenges and students’\nperception\, and their academic success. Most students are confused by housing challenges\, and at\nthe expense of their studies. This research adopted a mixed methods approach in order to\nuncover this needed information to students studying abroad. In conclusion\, this research is very\nuseful to show Saudi Students the challenges of housing while attending Cape Breton University.",,"cbu:2092,cbu-school: Shannon School of Business",international students--housing,"ALMudayhish\, Mohammed (author),Wardley\, Leslie (Thesis advisor),(Supervisory Committee Member),(Examination Committee Member)",Cape Breton University,2016,Challenges Facing Saudi Arabian Student's Housing in Cape Breton,,"Text,Major Project",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2092/datastream/PDF/download,1743,ir:thesisCModel
cbu:2096,,info:fedora/cbu:faculty-works,,,,print,,,"Disaster Songs as Intangible Memorials in Atlantic Canada draws on a collection of over 500 Atlantic Canadian songs relating to disasters from 1891 up until the present\, and describes the characteristics that define them as intangible memorials. The book demonstrates the relationship between vernacular memorials - informal memorials collectively and spontaneously created from objects and notes by the general public - and disaster songs. Author identifies the features that define vernacular memorials\, and applies them to disaster songs: spontaneity; ephemerality; importance of place; motivations and meaning-making; content\, as well as the role of media in inspiring and disseminating memorials and songs""\n\nContents\nPreface. Come All Ye -- Introduction -- Formal Memorials\, Vernacular Memorials\, and Disaster Songs -- Going Down in History : The Story of Disaster Songs -- Locating Meaning : The Place of Disasters in Songs -- Spontaneity & Ephemerality : The Timing of Memorialization -- Social Significance : The Motivation to Create Disaster Songs -- Personal Motivations : Relationships & Grief -- News & Social Media : Inspiring\, Informing\, and Disseminating Disaster Songs -- Conclusion.",,"cbu:2096,cbu-school: School of Arts and Social Sciences,cbu-department: Literature\, Folklore & The Arts,https://cbu.novanet.ca/permalink/01NOVA_CBU/2g2bfj/alma9970608939707189,isbn: 9781032111230",,"Sparling\, Heather (author)",Routledge,2023,Disaster songs as intangible memorials in Atlantic Canada,,"Text,Book\, Whole",,,,,1744,ir:citationCModel
cbu:2070,,info:fedora/cbu:undergraduate-works,,,,"electronic,application/pdf",eng,,"G-quadruplexes are four-stranded structures built from stacked G-tetrads\, which are planar cyclical assemblies of four guanine bases interacting through Hoogsteen hydrogen bonds. This structure forms naturally in our genome where there is a prevalence of Guanine (G). G has the lowest redox potential among all native nucleotides\, making the structure prone to oxidative damage\, generating several guanine base lesions\, including the most common one called 8-oxoguanine. However\, the function and the role of this system are not clear. To have more insight into the activity and consequences of oxidative DNA damage in vivo\, understanding the oxidative mechanism of hemin-G-quadruplexes in vitro is vital. Experiments with G4s and varying [H2O2] with chromogenic substrates such as 3\,3'\,5\,5'-tetramethylbenzidine (TMB)\, 2\,2′-Azino-bis(3-ethylbenzothiazoline-6-sulfonic acid) diammonium salt (ABTS) TMB and ABTS oxidation show that the catalytic activity of G4s is significant. To test which reactive oxygen species (ROS) is the main species generated in the system\, different experiments with selective probes and trapping agents were done. The result supports the hypothesis of singlet oxygen is the main intermediate species. This discovery is critical as it enhances our knowledge of the impact of oxidative damage on local and regional DNA structures and neighboring biomolecules\, potentially discovering treatments for subsequent mutations or carcinogenesis due to the selectivity of this ROS to 8-oxoguanine.",,"cbu:2070,cbu-school: School of Science and Technology,cbu-department: Chemistry",,"\, Ngoc Pham (Jane) (author),Zhang\, Xu (Thesis advisor),MacInnis\, Judy (Thesis advisor),Oakes\, Ken (Thesis advisor),(Supervisory Committee Member),(Examination Committee Member)",Cape Breton University,2022,Reactive Oxygen Species Induced by DNA-heme-based G-Quadruplex Structures with Hydrogen Peroxide: Insights into Oxidative DNA Damage,,"Text,Dissertation/Thesis",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2070/datastream/PDF/download,1745,ir:thesisCModel
cbu:2068,,info:fedora/cbu:graduate-collection,,,,"electronic,application/pdf",eng,,"Given that little theory and research had been conducted on digital ethics in 2020\, and that little to no regulatory frameworks are universally recognized in digital ethics\, this study aimed to inspire further research across the public\, private and third sector for how ethical foundations could adapt to suit our digital landscapes and identities. This study used document review to take a multi-disciplinary and strategic business management approach to further defining digital ethics\, and potential pragmatic strategies for implementing solutions. Data collection in this study uses a fee text-mining software “Orange”\, to create clusters of terms that were then categorized into the branches of ethics described by (Senges et al.\,2019). The study then analyzed the findings to pursue discussions on digital ethics ranging from socio-economic implications to societal values and laws in Canada and Alberta. Finally\,\nthe study resulted in a proposed framework for the assessment and analysis of digital ethical frameworks (DEF)\, titled Jurisdiction Ethics Document Text Analysis (or JEDTA). UsingJEDTA\, they study incorporates traditional strategic management approaches of defining organizational problems\, through to recommendations of implementation for change and alignment. The study particularly focuses on challenges with digital ethics in the jurisdiction\nof Alberta\, Canada in 2020-2021.",,"cbu:2068,cbu-school: Shannon School of Business,cbu-department: MBA",,"Edem Agu\, Anthony (author),Bocatto\, Evandro (Thesis advisor),(Supervisory Committee Member),(Examination Committee Member)",Cape Breton University,2021,A Strategic Exploration of Emerging Themes and Language in Digital Ethics Frameworks for Alberta,,"Text,Dissertation/Thesis",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2068/datastream/PDF/download,1746,ir:thesisCModel
cbu:1959,,info:fedora/cbu:undergraduate-works,,,,"electronic,application/pdf",eng,,"Atlantic cod (Gadus morhua) have been a species of extraordinary historical and cultural relevance within Atlantic Canada for centuries. The fishery came to a complete collapse during the mid-1990s and the Canadian federal government placed a full moratorium on the cod fishery in Atlantic Canada which still remains today. There is an annual survey of Atlantic cod within the Northwestern Atlantic Fisheries Organization (NAFO) 4Vn (i.e.\, Sydney Bight) Division. This study uses the data collection from the Atlantic Cod Sentinel Survey from 1995- 2019 to study the condition and abundance of Atlantic cod within 4Vn throughout the years of the survey\, along with the change in abundance of recorded bycatch. Additionally\, discussions\nwith fisheries management professionals were conducted to gauge the industry’s protocols and impressions on the decision-making and policy implementation approach with regards to the fisheries. This study recorded drastic declines in cod as well as the majority of bycatch species. Atlantic halibut was an outlier and showed a tremendous increase over the study period. The condition of the cod caught within 4Vn was observed using Fulton K\, HSI\, and GSI indices. HSI and GSI appear to correlate and both are trending upwards within the last few years. Fulton K expressed poor cod body condition consistently since 2002. Research demonstrates that Atlantic cod are sensitive to temperature and that the amalgamation of overfishing and\nanthropogenic climate change could have devastating consequences on the species. Discussion and policy research indicated that there is a need for more consultation between the federal government and Indigenous rightsholders and an implementation of Indigenous knowledges systems into the current decision-making process.",,"cbu:1959,cbu-school: School of Arts and Social Sciences,cbu-school: School of Science and Technology,cbu-department: Biology",,"MacLean\, Drew (author),Jones\, Katherine (Thesis advisor),Broadhead\, Lee-Anne (Thesis advisor),(Supervisory Committee Member),(Examination Committee Member)",Cape Breton University,2021,Atlantic Cod in 4Vn: Sentinel Surveys and Sustainability,,"Text,Dissertation/Thesis",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:1959/datastream/PDF/download,1747,ir:thesisCModel
cbu:2069,,info:fedora/cbu:undergraduate-works,,,,"electronic,application/pdf",eng,,"Haplosporidium nelsoni\, more commonly known as Multi-nucleated Spherical X-unknown (MSX)\, is a protozoan parasite that has caused catastrophic American oyster (Crassostrea virginica) losses along the mid-Atlantic coast of the United States since the 1950s. In 2002\, an outbreak was first detected in Canada in the Bras d’Or Lake in Cape Breton\, Nova Scotia where mortalities on oyster leases and natural oyster beds exceeded 90%. The oyster industry in the Bras d’Or Lake\, Cape Breton\, which previously accounted for approximately 80% of oyster production in Nova Scotia\, has yet to recover. Current detection protocols include testing a single gill section for parasite presence using DNA analysis followed by confirmation of infection through histological examination. The presence of localized infections may go undetected using standard DNA analysis protocols resulting in false negative test results. The testing of additional samples could allow for the detection of localized infections\, but would require more time\, labour\, and expenses\, thus this approach would only be worth implementing if it detects a greater number of infections than the current protocol. This study involved using two different methods\nfor analysis of tissues: (i) analysis of four additional samples from oysters previously tested using standard protocols\, and (ii) analysis of samples from homogenized oysters previously tested using standard protocols. The results of this study suggest that the standard protocol does not detect all infections and a more thorough sampling/testing protocol may be more reliable for detecting the presence of the parasite. For surveillance purposes where early detection is critical to assess and plan for disease presence and spread\, analysis of additional samples may prove beneficial moving forward.",,"cbu:2069,cbu-school: School of Science and Technology,cbu-department: Biology",,"Hanrahan\, Gracie (author),Beresford\, Rod (Thesis advisor),(Supervisory Committee Member),(Examination Committee Member)",Cape Breton University,2022,Efficacy of Haplosporidium nelsoni testing protocols for the American oyster (Crassostrea virginica),,Text,,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2069/datastream/PDF/download,1748,ir:thesisCModel
cbu:2067,,info:fedora/cbu:faculty-works,,,,,,What do folklorists do?--9780253058430,,,"cbu:2067,cbu-school: School of Arts and Social Sciences,cbu-department: ""Literature\, Folklore & The Arts"",https://cbu.novanet.ca/permalink/01NOVA_CBU/2g2bfj/alma9970559434707189,isbn: 0-253-05841-4",,"Brodie\, Ian (author),(author)",,2021,Performing stand-up comedy,,"Text,Book\, Whole",,,,,1749,ir:citationCModel
cbu:2056,,info:fedora/cbu:faculty-works,,,,,,Journal of Occupational Health Psychology--Journal of Occupational Health Psychology--1939-1307--1076-8998,"Virtually every employee will experience bereavement and grief at some point in their careers\, but organizations are often ill-prepared to support grieving employees. Little empirical work has been conducted on the experience of grief in the workplace\, and this study answers calls for research on the subject. We interviewed bereaved employees (N = 14) who continued to work full-time. Data was analyzed using thematic analysis conducted by three independent coders. The results suggested four key themes that characterized effective bereavement support in the workplace and that together comprise the C.A.R.E. model of bereavement support—vis: (1) communication\, (2) accommodation\, (3) recognition of the loss\, and (4) emotional support. The results provide insight into critical ways that employers\, leaders\, and coworkers can support grieving employees. (PsycInfo Database Record (c) 2021 APA\, all rights reserved)",,"cbu:2056,doi: 10.1037/ocp0000287,http://doi.apa.org/getdoi.cfm?doi=10.1037/ocp0000287,cbu-school: Shannon School of Business",,"Gilbert\, Stephanie (author),Mullen\, Jane (author),Kelloway\, E. Kevin (author),Dimoff\, Jennifer (author),Teed\, Michael (author),McPhee\, Taegen (author)",,2021-10,The C.A.R.E. model of employee bereavement support.,,"Journal Article,Text",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2056/datastream/PDF/download,1750,ir:citationCModel
cbu:2065,,info:fedora/cbu:faculty-works,,,,,,Leadership & Organization Development Journal,,,"cbu:2065,cbu-school: Shannon School of Business,cbu-department: Organizational Management",role effectiveness--transformational leadership--motivation--self-determination theory--scale development--structural equation modelling,"Gilbert\, Stephanie (author)",,,The motivation for transformational leadership scale: An examination of the factor structure and initial tests,,"Text,Journal Article",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2065/datastream/PDF/download,1751,ir:citationCModel
cbu:2066,,info:fedora/cbu:faculty-works,,,,,,,,,"cbu:2066,cbu-school: Shannon School of Business,https://cbu.novanet.ca/permalink/01NOVA_CBU/2g2bfj/alma990069570490107189",,"Campbell\, Robert (author)",Profac Books,2021,Sand and Grass,,"Text,Book\, Whole",,,,,1752,ir:citationCModel
cbu:603,,info:fedora/cbu:faculty-works,,,,,,,,,"cbu:603,citekey: Mullan2010,serial number: 978-0-7546-9858-6 978-0-7546-6832-9,cbu-school: School of Arts and Social Sciences,cbu-department: Cultural and Creative Studies,https://novanet-primo.hosted.exlibrisgroup.com/permalink/01NOVA_CBU/2g2bfj/alma990027583110107189",,"Mullan\, David (author)",Ashgate Publishing Ltd,2010,Affective Piety,,"Text,Book\, Whole",,,,,1753,ir:citationCModel
cbu:645,,info:fedora/cbu:faculty-works,,,,,eng,Literature and the Scottish Reformation--0754667154,,,"cbu:645,citekey: Mullan2009,serial number: 978-0-7546-9332-1 978-0-7546-6715-5,cbu-school: School of Arts and Social Sciences,cbu-department: Cultural and Creative Studies,https://novanet-primo.hosted.exlibrisgroup.com/permalink/01NOVA_CBU/hsp1n5/alma990021335750107189",,"Mullan\, David (author)",Ashgate Publishing Ltd,2009,Writing the Scottish Reformation,,"Text,Book\, Whole",,,,,1754,ir:citationCModel
cbu:2090,,info:fedora/cbu:graduate-collection,,,,"electronic,application/pdf",eng,,"Youth around the world are burdened by the climate crisis\, whether or not they have been personally impacted\, with many feeling afraid for their future (Hickman et al.\, 2021). Their eco-anxiety and grief can be further complicated by the silence of the adult world (Hickman\, 2020). This thesis aims to investigate how education systems might help youth cope\, despite the complexity involved in teaching this topic. While climate change is vital to understand\, the accompanying emotional responses are often painful. This inquiry examines how secondary and post-secondary education might deal with the difficult feelings by exploring practices for emotional processing in classroom spaces. Semi-structured interviews were conducted with facilitators from the Work That Reconnects and Plum Village\, networks that specialize in helping groups face and move through painful eco-emotions together\, with each participant taking part in 90 minutes of interviews.\n\nUsing reflexive thematic analysis\, three benefits from emotional processing in climate education are suggested: increased sense of community\, connection to the Earth\, and the ability to tune into evolutionary intelligence. However\, education systems should be aware that discussing the climate crisis can be overwhelming for students and educators. Alongside emotional processing\, a trauma-informed approach is advised. While teaching about what to do with painful feelings is not common in western education\, with increased professional development and proper supports put in place\, education systems can provide more secure spaces for youth to learn about climate change and cope with their feelings.",,"cbu:2090,cbu-school: School of Education and Health,cbu-department: Education",,"Chesnut\, Jennifer (author),Howard\, Patrick (Thesis advisor),(Supervisory Committee Member),(Examination Committee Member)",Cape Breton University,2022,‘The way out is in’: Holding space for emotional processing when youth study the climate crisis,,"Text,Dissertation/Thesis",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2090/datastream/PDF/download,1755,ir:thesisCModel
cbu:2089,,info:fedora/cbu:faculty-works,,,,,,,"""Sylvia Jane Burrow explores self-confidence as integral to autonomy development within everyday contexts threatening gender violence\, arguing that self-defense training is significant to resistance and resilience""-- Provided by publisher.\n""In often mundane but sometimes quite obvious ways\, persons belonging to groups routinely threatened with harm on the basis of gender and sexuality suffer restrictions to choice and action\, impairing autonomy. Gender Violence: Resistance\, Resilience\, and Autonomy shows that resistance to\, and cultivating resiliency within\, a culture of gender violence is key to fostering autonomy. Building on decades of research philosophically interrogating autonomy and its limits\, and with a martial arts background spanning over twenty-five years\, Professor Burrow develops a novel approach to autonomy development under everyday threats of violence. Appealing to empirical research to ground its philosophical analysis\, the theory presented in this book establishes that cultivating self-confidence through self-defense training is a significant strategy contributing to resistance and resilience under threats of violence and hence\, autonomy development."" -- Publisher's description",,"cbu:2089,cbu-school: School of Arts and Social Sciences,cbu-department: humanities,https://cbu.novanet.ca/permalink/01NOVA_CBU/2g2bfj/alma9970596338607189,isbn: 9781498578851",,"Burrow\, Sylvia (author)",Lanham : Lexington Books,2022,"Gender Violence: Resistance\, Resilience and Autonomy",,"Text,Book\, Whole",,,,,1756,ir:citationCModel
cbu:2088,,info:fedora/cbu:faculty-works,,,,,,Libraries as dysfunctional organizations and workplaces--9780367747091,"""Libraries as Dysfunctional Organizations and Workplaces expands the 'dysfunctional' concept in the professional and academic LIS discourse by exposing the internal problematics of libraries\, especially at the social and organizational level. Including contributions written by LIS professionals and scholars\, the book demonstrates that although many libraries do well at attending to users and managing external information they often fail at taking care of their own employees and addressing internal workplace issues. Acadia and the contributing authors explore the problem of dysfunctional libraries so that the LIS profession can come to terms with the systemic dysfunction in their institutions and begin solution-oriented and change-positive progress toward new and sustainable functionality. The book analyses the dysfunctional nature of modern libraries\, while simultaneously proposing solutions to reduce and alleviate dysfunction. Through theory and application\, it takes an explicit practice-based approach with the intent to inform and explain dysfunction as experienced in the library workplace at individual and structural levels and perspectives. Libraries as Dysfunctional Organizations and Workplaces brings the dysfunction discourse to the attention of LIS academics and scholars\, so that further theoretical and empirical research can proceed from and subsequently be addressed in library and information schools. The book will also be essential reading for librarians and LIS students currently working or preparing to work in public\, college\, and university libraries""-- Provided by publisher.",,"cbu:2088,cbu-department: CBU Library,https://cbu.novanet.ca/permalink/01NOVA_CBU/2g2bfj/alma9970593039907189",,"Hoover\, Jasmine (author)",,,Dysfunction by (dis)organization: The academic library within university structure and organization,,"Text,Book\, Section",,,,,1757,ir:citationCModel
cbu:2079,,info:fedora/cbu:faculty-works,,,,,,,,,"cbu:2079,cbu-school: School of Arts and Social Sciences,https://cbu.novanet.ca/permalink/01NOVA_CBU/2g2bfj/alma9970576540207189",,"\, Andrew Reynolds (author)",,2022,Understanding metaphors in the life sciences,,"Text,Book\, Whole",,,,,1758,ir:citationCModel
cbu:2080,,info:fedora/cbu:undergraduate-works,,,,"electronic,75,application/pdf",eng,,,,"cbu:2080,cbu-school: School of Science and Technology,cbu-department: ""Mathematics\, Physics and Geology""",mathematics,"MacDonald\, Sullivan (author),Rodney\, Scott (Thesis advisor),(Supervisory Committee Member),(Examination Committee Member)",Cape Breton University,2021,Boundedness of Weak Solutions to Degenerate Elliptic Equations,,Text,,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2080/datastream/PDF/download,1759,ir:thesisCModel
cbu:2081,,info:fedora/cbu:undergraduate-works,,,,"electronic,33,application/pdf",eng,,"In this thesis\, we explore the limiting behaviour of single-parameter families of\nnorms on Orlicz Function Spaces. Our work here\, generalizes an old graduate\nproblem that is often encountered in a graduate course on measure theory.",,"cbu:2081,cbu-school: School of Science and Technology,cbu-department: ""Mathematics\, Physics and Geology""",Orlicz norms--Mathematics,"Mailhot\, Addison (author),Rodney\, Scott (Thesis advisor),(Supervisory Committee Member),(Examination Committee Member)",Cape Breton University,2022,On the Limit of Orlicz Norms,,Text,,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2081/datastream/PDF/download,1760,ir:thesisCModel
cbu:2008,,info:fedora/cbu:graduate-collection,,,,"electronic,application/pdf",eng,,"School menus in Nova Scotia are predominantly planned around meat-based ingredients. This is of concern as it relates to childhood obesity rates\, diabetes and at risk factors for cardiovascular disease; statistics in all of these areas are trending upwards. There is a growing body of research to support plant-based diets to interrupt these trends. A qualitative research study was completed to: A) understand the perspectives of school administrators\, head of schools\, teachers\, food service staff and support staff regarding school community receptiveness to plant-based options; B) to understand the awareness of the connection of plant-based choices to affordability and better human and planetary health outcomes; and C) to understand the existence of food service cooking skills\, menu planning knowledge and abilities with plant-based ingredients. The research question was the following: how might school food culture be shifted to incorporate sustainable plant-rich menu planning while learning to improve human\, and planetary well-being? The Chronic Care Model frames the study because it focuses on improving health outcomes for people at risk for chronic disease. Using the SWOT  categories: strengths\, weaknesses\, opportunities and threats\, data were entered into one of the four categories. The researcher spent considerable time reflecting on the data\, repeatedly reviewing the literature and then analyzing the data in effort to identify overarching themes and subsequently create a prioritized list of SWOT strategies that could be implemented by the schools. Themes and strategies were then discussed with participants to verify and to allow them to recommend changes. This process was slow and deliberate in efforts to end up with prioritized strategies that were practical\, and usable SWOT strategies that supported the Chronic Care Model approach. A demographic questionnaire and semi-structured interviews were used to gather data from seven school personnel participants from two private schools in Nova Scotia. Participants were able to review summarized research themes and strategies by email for practicability and relevance to school environments. SWOT findings revealed 27 core themes which were carefully analyzed to create 15 strategies to put research findings into action. Strategies included: the creation of a school cooks’ network\, local bulk food ordering partnerships\, internal plant-based expert lists\, school culture cookbook\, school menu input forms\, plant-based cooking kits\, partnering students with school cooks for food skills development\, mystery food boxes\, an electronic plant-based file\, plant-based guest speaker/field trip lists\, school and cafeteria plant-based policies\, class/family plant-based challenges\, plant-based newsletters/posters to source grant opportunities and to track plate waste of vegetarian and non-vegetarian meals. Implications for use of plant-based menu choices in the school system included the possibility for cooperation between educators\, students\, food service staff\, parents and guardians and registered dietitians.",,"cbu:2008,cbu-school: School of Education and Health,cbu-department: Education",,"MacDonald\, Angela H. (author),Kuhnke\, Janet (Thesis advisor),Jack-Malik\, Sandra (Supervisory Committee Member),(Examination Committee Member),(Thesis advisor)",Cape Breton University,2021,School Food Culture and the Future of Plant Menu Choices: A Qualitative Inquiry,CC-BY,"Text,Dissertation/Thesis",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2008/datastream/PDF/download,1761,ir:thesisCModel
cbu:2071,,info:fedora/cbu:undergraduate-works,,,,"electronic,application/pdf",eng,,"The existence of a bilingual advantage (BA) in cognitive functioning is thought to stem from the increased practice of inhibiting one language while speaking and comprehending another. In recent years\, controversy has risen over whether increased working memory skills may be resulting from bilingualism in particular. The current study aimed to address two limitations implemented in previous studies: testing bilingual participants on verbal working memory tasks in their second language\, and failing to take factors such as frequency of language usage and code-switching (i.e.\, the ability to switch between two or more language in a single conversation) into consideration. Two groups of bilingual participants were implemented: those who spoke English as a first language and displayed a low frequency of second-language usage\, and those who spoke English as a second language and displayed a higher frequency of second-language usage. While comparing these groups to monolingual controls\, it was concluded that the verbal requirements associated with verbal working memory tasks may have been possibly “hiding” evidence for a bilingual advantage in those tested in their second language. In contrast\, evidence for a bilingual advantage was found for the group tested in their first language. This effect was not observed while comparing groups on a nonverbal working memory task\, suggesting that this type of task may more accurately represent the bilingual advantage in various groups of bilinguals.",,"cbu:2071,cbu-school: School of Science and Technology,cbu-department: Psychology",,"Brogan\, Victoria (author),Robertson\, Erin (Thesis advisor),Schmidt\, Heather (Thesis advisor),(Supervisory Committee Member),(Examination Committee Member)",Cape Breton University,2022,The bilingual advantage of working memory: does it depend on the context of second language learning?,,"Text,Dissertation/Thesis",,,,https://cbufaces.cairnrepo.org/islandora/object/cbu:2071/datastream/PDF/download,1762,ir:thesisCModel
